Order ID,Ship Date,Ship Mode
CA-2017-102197,12/26/2017,Standard Class
CA-2017-167640,3/10/2017,Standard Class
US-2017-116652,9/19/2017,Standard Class
CA-2017-138289,1/18/2017,Second Class
CA-2016-129308,7/13/2016,Standard Class
CA-2016-157791,12/28/2016,Second Class
CA-2014-146864,12/26/2014,Standard Class
CA-2014-103744,2/27/2014,Standard Class
US-2017-107384,12/8/2017,Standard Class
CA-2014-128209,11/22/2014,Standard Class
CA-2014-169684,10/23/2014,First Class
CA-2015-109862,10/30/2015,Standard Class
US-2017-107888,11/19/2017,First Class
US-2017-154872,5/18/2017,Standard Class
CA-2014-113880,3/5/2014,Standard Class
US-2015-164966,8/1/2015,First Class
CA-2015-126739,11/3/2015,Second Class
CA-2017-161578,12/21/2017,Second Class
CA-2014-137092,10/22/2014,Second Class
CA-2015-166947,6/10/2015,Standard Class
CA-2016-160941,7/26/2016,Standard Class
CA-2017-144680,4/2/2017,First Class
CA-2014-166086,5/12/2014,Standard Class
CA-2017-131282,2/8/2017,Second Class
CA-2014-100678,4/22/2014,Standard Class
CA-2016-161543,5/16/2016,Standard Class
CA-2016-160535,11/30/2016,Standard Class
CA-2017-123085,3/8/2017,Standard Class
CA-2015-153752,12/11/2015,Second Class
CA-2014-103660,8/30/2014,Standard Class
CA-2016-169887,10/22/2016,Same Day
CA-2016-148516,8/11/2016,Standard Class
CA-2017-104731,7/27/2017,Standard Class
CA-2014-164749,3/26/2014,First Class
CA-2015-103716,5/6/2015,Standard Class
CA-2016-126795,6/16/2016,Second Class
CA-2015-146290,5/11/2015,Standard Class
CA-2017-157112,4/26/2017,First Class
CA-2014-169257,6/12/2014,Standard Class
CA-2014-154095,12/7/2014,Standard Class
CA-2017-146346,6/20/2017,First Class
CA-2016-148852,5/31/2016,Standard Class
US-2015-118906,3/10/2015,Same Day
CA-2016-168921,10/22/2016,First Class
CA-2015-107678,4/28/2015,Standard Class
CA-2016-123512,6/19/2016,First Class
US-2017-167402,1/18/2017,Second Class
CA-2014-130449,9/9/2014,First Class
CA-2015-141250,1/23/2015,Standard Class
CA-2014-145541,12/21/2014,Standard Class
CA-2014-138513,5/27/2014,Standard Class
CA-2015-135489,9/22/2015,Second Class
CA-2015-125696,10/6/2015,Standard Class
CA-2016-105081,12/30/2016,Standard Class
US-2016-146857,5/8/2016,Second Class
CA-2016-166275,10/24/2016,Same Day
CA-2017-144498,5/6/2017,Same Day
CA-2017-103352,11/30/2017,Second Class
CA-2014-108609,11/2/2014,Second Class
CA-2017-128328,8/9/2017,Standard Class
US-2015-156496,8/16/2015,Standard Class
US-2016-127334,12/21/2016,Standard Class
US-2017-124779,9/11/2017,First Class
CA-2017-135937,2/27/2017,Standard Class
CA-2015-129322,8/10/2015,Second Class
CA-2017-162173,11/1/2017,Standard Class
CA-2016-115483,7/18/2016,Second Class
CA-2017-122175,5/14/2017,Second Class
CA-2017-161088,5/29/2017,Standard Class
CA-2014-154837,8/27/2014,Second Class
CA-2015-153794,9/16/2015,Standard Class
CA-2015-135510,9/12/2015,Standard Class
CA-2015-109337,11/23/2015,Second Class
CA-2014-150329,10/14/2014,Standard Class
CA-2017-145037,9/7/2017,Second Class
CA-2017-154466,1/2/2017,First Class
CA-2014-109134,11/10/2014,Standard Class
US-2015-129637,12/22/2015,Standard Class
CA-2015-165162,5/21/2015,Standard Class
CA-2017-140494,3/15/2017,Second Class
CA-2017-104108,12/9/2017,Standard Class
US-2017-165869,8/5/2017,Standard Class
CA-2017-160899,8/13/2017,Second Class
CA-2017-144225,10/2/2017,Second Class
US-2016-163538,8/30/2016,Standard Class
US-2016-155103,12/7/2016,Standard Class
CA-2017-145429,7/25/2017,Standard Class
CA-2015-153535,5/24/2015,Standard Class
CA-2015-139164,6/28/2015,Standard Class
CA-2016-112277,9/15/2016,Standard Class
CA-2014-167724,4/18/2014,Standard Class
CA-2015-123141,11/19/2015,Standard Class
CA-2016-149503,12/12/2016,First Class
CA-2017-163069,8/21/2017,Second Class
CA-2017-107629,12/14/2017,Same Day
CA-2016-134789,4/15/2016,Standard Class
CA-2016-130442,12/19/2016,First Class
CA-2017-102974,9/24/2017,Standard Class
US-2017-166394,9/6/2017,Second Class
CA-2016-128811,9/16/2016,Standard Class
CA-2017-145443,8/15/2017,Second Class
CA-2016-165827,11/9/2016,Standard Class
CA-2015-156734,6/20/2015,First Class
CA-2014-120096,7/7/2014,First Class
CA-2015-141754,12/25/2015,Standard Class
CA-2016-123358,4/17/2016,Standard Class
CA-2014-144029,5/31/2014,Standard Class
US-2017-101784,7/11/2017,Standard Class
CA-2015-156923,2/20/2015,Standard Class
CA-2017-111269,6/18/2017,Second Class
CA-2017-159156,11/16/2017,First Class
CA-2017-100230,12/15/2017,Standard Class
CA-2016-154767,6/30/2016,Second Class
CA-2017-124205,9/19/2017,Standard Class
CA-2017-165715,12/8/2017,Standard Class
CA-2017-100636,6/30/2017,Standard Class
CA-2016-162943,7/26/2016,Second Class
CA-2016-144764,9/8/2016,Standard Class
CA-2017-100615,4/24/2017,Standard Class
CA-2014-109302,8/16/2014,Standard Class
CA-2017-139787,9/23/2017,Standard Class
CA-2017-139402,12/13/2017,Standard Class
CA-2016-119018,11/8/2016,Standard Class
CA-2015-105361,4/4/2015,Standard Class
US-2016-152373,9/11/2016,Standard Class
US-2017-166037,2/1/2017,Standard Class
US-2016-147711,9/8/2016,Second Class
CA-2017-121293,7/28/2017,Second Class
CA-2015-118843,9/20/2015,Standard Class
CA-2015-161445,9/9/2015,Second Class
CA-2016-124527,11/17/2016,First Class
CA-2016-162348,11/15/2016,Standard Class
CA-2014-141005,8/18/2014,First Class
CA-2015-145394,11/20/2015,Standard Class
CA-2015-168809,8/25/2015,Same Day
CA-2016-109827,1/1/2017,Standard Class
CA-2014-152233,10/6/2014,First Class
CA-2014-125682,11/25/2014,First Class
CA-2017-162880,12/29/2017,Standard Class
CA-2015-128125,4/5/2015,Standard Class
CA-2017-156237,9/15/2017,First Class
CA-2014-144414,6/21/2014,Standard Class
CA-2017-163860,1/1/2018,Standard Class
US-2017-115609,11/7/2017,Standard Class
CA-2015-154291,7/29/2015,Standard Class
CA-2016-118689,10/9/2016,Standard Class
CA-2016-140438,12/27/2016,Second Class
US-2017-123204,7/27/2017,Standard Class
CA-2015-112522,10/17/2015,Standard Class
CA-2016-153101,9/8/2016,Same Day
CA-2016-142615,11/24/2016,Standard Class
CA-2017-142643,10/20/2017,Standard Class
CA-2015-116260,7/12/2015,Standard Class
CA-2017-107517,2/9/2017,Standard Class
CA-2015-166338,12/7/2015,First Class
CA-2016-123946,9/17/2016,Standard Class
CA-2014-147543,7/12/2014,Standard Class
US-2016-159093,5/14/2016,Standard Class
CA-2016-162110,7/22/2016,Standard Class
US-2016-163461,6/21/2016,First Class
CA-2014-101462,4/25/2014,Standard Class
US-2016-100461,1/12/2016,Standard Class
US-2017-162670,12/28/2017,Second Class
CA-2017-128965,4/22/2017,Standard Class
CA-2017-138618,12/8/2017,Standard Class
US-2016-126452,8/28/2016,Standard Class
CA-2016-145009,12/8/2016,Second Class
CA-2015-162544,12/19/2015,First Class
CA-2014-124394,10/22/2014,Second Class
US-2016-121013,9/10/2016,Standard Class
US-2015-123918,10/15/2015,Same Day
CA-2015-137113,12/5/2015,Second Class
CA-2015-120677,6/4/2015,Standard Class
CA-2017-123036,9/17/2017,Standard Class
CA-2017-120222,5/2/2017,Standard Class
CA-2017-164756,9/22/2017,Standard Class
CA-2017-122028,8/25/2017,Standard Class
US-2015-165512,5/26/2015,Second Class
CA-2015-140557,9/11/2015,Standard Class
US-2017-135013,7/24/2017,Same Day
CA-2017-111220,9/8/2017,Standard Class
US-2017-149006,12/8/2017,Second Class
CA-2017-149468,5/20/2017,Same Day
CA-2016-140249,10/3/2016,Standard Class
US-2017-135503,12/15/2017,Standard Class
CA-2014-126277,9/18/2014,Second Class
US-2017-115301,8/2/2017,Standard Class
CA-2017-168942,8/5/2017,Second Class
US-2017-128398,5/5/2017,Second Class
CA-2015-104115,6/16/2015,Standard Class
CA-2014-142510,12/29/2014,Standard Class
CA-2014-124247,12/21/2014,Standard Class
CA-2016-105473,4/18/2016,Second Class
CA-2015-102806,5/28/2015,Standard Class
CA-2017-121706,3/2/2017,Standard Class
CA-2017-109211,4/10/2017,Standard Class
CA-2015-134257,3/19/2015,Second Class
CA-2015-137925,12/4/2015,Standard Class
CA-2016-140046,8/3/2016,Standard Class
CA-2016-140382,6/25/2016,Second Class
CA-2014-164182,7/18/2014,Standard Class
CA-2017-137365,12/3/2017,Second Class
CA-2016-129847,9/4/2016,First Class
CA-2014-126963,6/15/2014,Same Day
CA-2016-125094,11/9/2016,Standard Class
CA-2017-107132,6/30/2017,Standard Class
CA-2015-139248,7/30/2015,Standard Class
CA-2014-148369,9/27/2014,Standard Class
CA-2016-106243,10/4/2016,Standard Class
CA-2015-126466,11/13/2015,Standard Class
CA-2015-130365,4/29/2015,Standard Class
CA-2017-143021,11/19/2017,Same Day
CA-2015-161767,11/24/2015,Standard Class
CA-2015-129917,10/3/2015,First Class
CA-2015-115420,5/2/2015,Standard Class
CA-2016-157588,7/19/2016,Standard Class
CA-2015-167255,9/29/2015,Second Class
CA-2017-162096,11/10/2017,Same Day
CA-2016-157161,7/20/2016,Second Class
CA-2015-110765,10/20/2015,Second Class
CA-2016-163937,1/13/2016,Second Class
CA-2017-153822,9/25/2017,Standard Class
CA-2017-146185,9/19/2017,Standard Class
CA-2015-112144,7/2/2015,Standard Class
US-2016-119298,11/28/2016,First Class
CA-2017-155159,11/29/2017,Second Class
CA-2017-149076,1/19/2017,Standard Class
CA-2014-146990,11/8/2014,First Class
CA-2016-116526,9/5/2016,Standard Class
CA-2017-158561,11/16/2017,Second Class
CA-2017-165099,12/13/2017,First Class
CA-2015-109386,11/13/2015,Second Class
CA-2015-166800,11/26/2015,Standard Class
CA-2017-117443,12/25/2017,Second Class
US-2016-134369,9/22/2016,Standard Class
CA-2017-123687,5/29/2017,First Class
CA-2015-104871,4/3/2015,Standard Class
CA-2014-133158,8/21/2014,Second Class
CA-2014-126333,12/28/2014,Standard Class
CA-2015-141740,11/5/2015,Standard Class
CA-2014-119466,12/21/2014,Standard Class
CA-2015-154823,8/25/2015,Standard Class
US-2014-135881,5/27/2014,Standard Class
CA-2017-141201,12/11/2017,Second Class
CA-2014-114790,3/13/2014,Second Class
US-2016-154256,6/27/2016,Second Class
CA-2014-124737,8/27/2014,Standard Class
US-2017-101840,2/12/2017,Standard Class
CA-2017-131653,2/5/2017,Standard Class
US-2016-157840,12/23/2016,Second Class
CA-2016-145548,11/16/2016,Standard Class
CA-2017-119494,11/13/2017,Standard Class
CA-2014-124618,5/4/2014,Second Class
CA-2017-161970,9/27/2017,Standard Class
CA-2017-103443,12/23/2017,Standard Class
US-2017-165358,7/23/2017,Standard Class
CA-2016-160136,11/9/2016,Standard Class
CA-2014-150581,4/12/2014,Standard Class
CA-2016-119515,8/16/2016,First Class
CA-2014-141355,9/30/2014,Standard Class
CA-2016-165330,12/11/2016,Same Day
CA-2015-132633,2/5/2015,Second Class
CA-2016-157742,12/31/2016,Second Class
CA-2017-127712,9/5/2017,Standard Class
CA-2017-169474,2/9/2017,Standard Class
CA-2014-106726,12/8/2014,First Class
CA-2016-147473,6/3/2016,Standard Class
CA-2016-114209,5/26/2016,Standard Class
CA-2014-141901,8/14/2014,Standard Class
CA-2016-164490,9/10/2016,Second Class
CA-2016-112256,7/28/2016,Standard Class
CA-2016-167416,5/17/2016,Standard Class
CA-2016-106950,9/6/2016,Standard Class
CA-2017-118724,7/25/2017,Second Class
CA-2017-112004,9/28/2017,First Class
US-2017-143175,8/6/2017,Second Class
CA-2015-105844,10/27/2015,Second Class
CA-2017-118864,6/19/2017,Second Class
CA-2015-119480,1/13/2015,Standard Class
US-2015-153374,2/13/2015,Second Class
CA-2016-101980,8/20/2016,First Class
CA-2017-144596,11/10/2017,Standard Class
CA-2015-124933,12/30/2015,Second Class
CA-2014-159625,11/28/2014,Standard Class
CA-2016-144337,8/5/2016,Second Class
CA-2014-117478,9/24/2014,First Class
CA-2017-147410,9/8/2017,Standard Class
CA-2017-128944,6/21/2017,Second Class
CA-2016-109666,4/26/2016,Standard Class
US-2016-102239,5/6/2016,First Class
CA-2014-143168,10/23/2014,Second Class
CA-2017-104906,2/17/2017,Standard Class
CA-2017-118122,11/24/2017,Standard Class
US-2014-147774,1/26/2014,Standard Class
CA-2017-166926,12/8/2017,Standard Class
CA-2015-128013,8/16/2015,Standard Class
CA-2016-123176,9/29/2016,Second Class
US-2016-117541,11/20/2016,Standard Class
CA-2016-166282,4/22/2016,Standard Class
CA-2017-141439,12/1/2017,Standard Class
CA-2015-163965,11/27/2015,Standard Class
CA-2017-128783,9/7/2017,Same Day
CA-2014-122217,11/29/2014,Standard Class
US-2017-141558,3/16/2017,Standard Class
CA-2016-139941,6/17/2016,Standard Class
CA-2015-166583,6/30/2015,Standard Class
CA-2017-100412,12/26/2017,Standard Class
CA-2017-142909,12/25/2017,Second Class
CA-2014-137911,10/15/2014,Standard Class
CA-2015-106208,12/15/2015,Standard Class
US-2015-136749,12/27/2015,Second Class
CA-2017-126718,5/4/2017,Standard Class
CA-2016-131380,3/31/2016,Second Class
CA-2015-145835,5/18/2015,Second Class
CA-2014-138709,7/9/2014,Standard Class
CA-2014-122070,4/24/2014,Second Class
CA-2016-158610,9/22/2016,First Class
CA-2014-117464,7/24/2014,Second Class
US-2017-168613,10/14/2017,Standard Class
CA-2017-125381,4/27/2017,Second Class
US-2017-141677,3/30/2017,Standard Class
CA-2017-133067,5/10/2017,Standard Class
US-2016-144351,11/18/2016,Standard Class
CA-2014-106054,1/7/2014,First Class
CA-2016-138667,12/30/2016,Second Class
CA-2017-150609,5/4/2017,Standard Class
CA-2017-128853,4/23/2017,First Class
CA-2017-133102,8/24/2017,Standard Class
CA-2016-164399,11/15/2016,First Class
CA-2016-116918,10/6/2016,Second Class
CA-2016-110492,2/14/2016,First Class
CA-2016-147683,11/17/2016,Standard Class
CA-2014-116785,4/30/2014,Standard Class
US-2015-156797,8/15/2015,Standard Class
CA-2016-104276,12/3/2016,Standard Class
CA-2016-120369,10/28/2016,Same Day
CA-2014-118276,1/2/2015,Standard Class
CA-2015-136658,9/17/2015,Standard Class
CA-2017-137414,10/6/2017,Standard Class
CA-2016-143476,9/13/2016,First Class
US-2016-119046,6/6/2016,Standard Class
CA-2017-154949,10/19/2017,Standard Class
CA-2015-103072,9/30/2015,Second Class
CA-2015-150770,5/6/2015,First Class
CA-2017-154760,1/13/2017,Standard Class
US-2017-104437,1/31/2017,Standard Class
CA-2017-113075,9/6/2017,Standard Class
CA-2016-109953,7/18/2016,Standard Class
CA-2017-127397,2/28/2017,Standard Class
CA-2014-157546,7/22/2014,First Class
CA-2017-153843,3/15/2017,First Class
CA-2016-137337,3/12/2016,Standard Class
CA-2014-138737,12/10/2014,First Class
CA-2016-164924,7/10/2016,Same Day
CA-2016-101651,12/30/2016,Standard Class
CA-2017-136651,4/25/2017,Second Class
CA-2017-118892,8/22/2017,Second Class
US-2017-151127,5/25/2017,First Class
CA-2017-145807,2/13/2017,Standard Class
US-2014-127978,3/8/2014,Standard Class
CA-2015-158491,6/9/2015,Second Class
CA-2016-116764,9/2/2016,Standard Class
CA-2016-152457,9/18/2016,Standard Class
CA-2016-152730,6/4/2016,Standard Class
CA-2017-137001,6/13/2017,Second Class
CA-2017-156363,10/28/2017,Standard Class
CA-2017-122056,6/17/2017,Standard Class
US-2014-143721,11/26/2014,Second Class
CA-2017-122987,8/16/2017,Same Day
CA-2016-133368,1/20/2016,Standard Class
CA-2016-123337,9/22/2016,Standard Class
US-2016-150357,10/14/2016,Standard Class
CA-2015-144519,11/17/2015,Standard Class
CA-2014-120670,11/6/2014,Standard Class
CA-2016-157217,7/21/2016,First Class
CA-2016-108224,5/14/2016,Same Day
CA-2015-162782,2/27/2015,Standard Class
CA-2017-159282,10/21/2017,Standard Class
CA-2017-155936,6/29/2017,Standard Class
CA-2017-169439,9/13/2017,Standard Class
CA-2017-151183,10/19/2017,Standard Class
CA-2016-149965,6/25/2016,Standard Class
CA-2014-158281,9/7/2014,Standard Class
CA-2016-153661,1/31/2016,First Class
CA-2017-109183,12/9/2017,Standard Class
CA-2016-113656,1/29/2016,Standard Class
CA-2015-148964,5/31/2015,Standard Class
CA-2014-111899,5/5/2014,First Class
CA-2015-101126,2/14/2015,Second Class
CA-2014-163468,11/21/2014,First Class
US-2017-117450,9/8/2017,Standard Class
CA-2014-137274,4/2/2014,Standard Class
CA-2016-144092,11/7/2016,Second Class
CA-2017-112172,6/14/2017,Second Class
CA-2015-121699,8/14/2015,Standard Class
CA-2015-162761,10/13/2015,Standard Class
CA-2016-121377,6/2/2016,Standard Class
CA-2017-115322,5/16/2017,Second Class
CA-2016-132066,10/20/2016,Standard Class
CA-2017-158120,11/21/2017,Standard Class
CA-2017-100097,11/29/2017,Second Class
CA-2017-167626,9/7/2017,Standard Class
US-2017-126053,12/8/2017,First Class
US-2017-128447,11/17/2017,Standard Class
US-2014-131275,3/24/2014,Standard Class
CA-2016-149349,11/13/2016,First Class
CA-2017-115119,10/30/2017,Standard Class
CA-2015-125563,4/17/2015,Standard Class
CA-2015-113152,12/30/2015,Standard Class
CA-2017-165155,9/23/2017,First Class
CA-2014-163412,12/23/2014,Second Class
CA-2015-159590,7/21/2015,First Class
CA-2014-116190,8/1/2014,Standard Class
CA-2014-168473,1/1/2015,Standard Class
CA-2017-168389,12/17/2017,Standard Class
CA-2014-130421,3/7/2014,Standard Class
CA-2017-142125,10/27/2017,Standard Class
CA-2017-141138,11/16/2017,Standard Class
CA-2017-152135,3/18/2017,Second Class
CA-2016-151974,9/29/2016,Standard Class
CA-2017-154102,2/13/2017,Standard Class
CA-2015-139780,1/2/2016,Second Class
CA-2016-114748,10/14/2016,Standard Class
US-2014-115189,1/3/2015,Second Class
CA-2016-163594,4/14/2016,First Class
CA-2016-127243,12/4/2016,Standard Class
CA-2017-161851,4/17/2017,First Class
CA-2015-110345,3/11/2015,Second Class
CA-2014-107769,11/1/2014,Standard Class
US-2017-123862,1/9/2017,Second Class
CA-2017-100580,8/20/2017,Standard Class
US-2017-145597,11/5/2017,First Class
CA-2014-132787,9/23/2014,Standard Class
CA-2015-136224,5/31/2015,Same Day
CA-2016-105732,9/18/2016,Standard Class
CA-2017-108035,12/3/2017,Standard Class
CA-2017-160031,12/7/2017,Second Class
CA-2017-147844,5/6/2017,Standard Class
CA-2016-110975,12/30/2016,Standard Class
CA-2014-141649,9/30/2014,Same Day
CA-2014-124807,7/15/2014,Second Class
CA-2016-110009,9/13/2016,Standard Class
CA-2017-168172,8/10/2017,Standard Class
CA-2015-100146,5/19/2015,Standard Class
CA-2017-152079,1/21/2017,First Class
CA-2016-129728,6/6/2016,Standard Class
CA-2014-121769,4/12/2014,Standard Class
CA-2014-103058,7/24/2014,First Class
CA-2017-121125,6/3/2017,Standard Class
US-2016-114013,3/15/2016,Second Class
CA-2017-135069,4/14/2017,Standard Class
CA-2016-101693,6/27/2016,Second Class
US-2014-164763,3/21/2014,Standard Class
CA-2014-161249,8/13/2014,Standard Class
CA-2015-148180,7/31/2015,Standard Class
CA-2014-165568,2/19/2014,Standard Class
CA-2015-145457,3/27/2015,Second Class
US-2017-163657,9/6/2017,Standard Class
CA-2015-120446,11/18/2015,First Class
CA-2014-109932,12/11/2014,First Class
CA-2017-127474,2/7/2017,Second Class
CA-2017-115448,11/14/2017,First Class
CA-2017-105669,9/22/2017,Second Class
CA-2017-134796,7/1/2017,Standard Class
CA-2016-137743,8/4/2016,Standard Class
CA-2015-137974,4/18/2015,First Class
US-2015-136987,4/14/2015,Second Class
CA-2015-138485,3/1/2015,Second Class
CA-2016-103709,9/15/2016,Standard Class
CA-2016-138282,5/23/2016,Standard Class
CA-2017-148985,11/15/2017,Second Class
CA-2014-138100,9/20/2014,Standard Class
